task_id,user_id,day_of_week,hour_of_day,tasks_scheduled_same_day,previous_misses_7d,completion_streak,avg_minutes_to_complete,reminder_enabled,number_of_reminders_sent_for_task,missed
u38bwtb5q787xjjw,tala753lc58drc11,5,15,3,0,3,180.0,1,0,0
1oo5vyfrrloa8o34,qh7m35ixokc1msy4,4,2,2,1,0,372.0,0,0,0
08p3lbsungkhvluc,5qbswrpbjek5rbw2,6,11,2,1,2,432.0,1,0,1
4ohl5thlvjyqtayb,qh7m35ixokc1msy4,5,12,1,1,1,408.0,1,0,0
2eu4kb57l1376qwv,tcs4cc5o7uubcxul,5,11,3,0,6,372.0,0,0,1
2skhkxvs6aylld4y,w5py6b2knftu2gc5,1,7,1,0,1,276.0,1,0,0
6rqh7o0zbo70b2au,tvazccblskrt05ui,6,12,2,1,0,132.0,0,0,0
ngqeua73abzgs9w2,w5py6b2knftu2gc5,5,7,2,0,2,-1.0,1,0,0
j6sb053akzxfp5ke,er14ffyvnvqjt7ye,4,12,2,0,2,216.0,1,0,0
ypz7f638zkrg6wmz,5c34dxtad1ior56f,4,3,2,0,0,600.0,1,0,0
h0unl0ut5jaysywu,f8e8ld4d6af58c2j,1,7,2,0,6,255.0,0,0,0
yokr78l1mrd8jpab,qm5k8p4q0b8ic8bb,4,5,2,2,2,396.0,1,0,0
hotpsilqbcaig5k7,tcs4cc5o7uubcxul,0,13,1,2,0,372.0,1,0,1
rr43ur4mfjhojalb,vkizzqy72wx7ptx6,3,8,3,1,6,516.0,1,0,0
jf5428mt9fsv5q4f,vkizzqy72wx7ptx6,2,16,1,1,7,516.0,1,0,0
ev2sos7dpi1g6bx0,f8e8ld4d6af58c2j,5,21,4,1,7,240.0,1,0,0
72dtf2533uot477i,li7kq1uymrlrmjkv,0,20,3,1,2,444.0,0,0,0
wqyt39uzc2plhs95,9tmqlizl08yg0jv1,3,2,2,2,1,300.0,0,0,0
sos58yofvyg72vwm,9tmqlizl08yg0jv1,4,2,3,0,2,480.0,0,0,1
5bvh2vft6i6s7pk6,yzycwtiqj7yhl1c3,0,18,3,1,0,360.0,1,0,0
6hlmb4lybedrv5ij,5qbswrpbjek5rbw2,6,11,1,1,0,320.0,0,0,0
9ewo7tcbw5qqb5i9,9tmqlizl08yg0jv1,6,23,2,0,0,-1.0,1,0,1
r1sheurq7vzfpdou,z0yncxll4zklooke,4,13,2,0,0,160.0,0,0,0
u2aqhknqjge0utx7,f4zw9xa3kx7eedtj,6,11,3,0,5,420.0,0,0,0
n6zjuy3k0e34tkwi,6n7hv3izky22ubtx,4,19,3,0,0,468.0,0,0,1
8a906k37e4ey9jvb,vz41nam148p0tvhh,1,13,3,0,2,180.0,1,0,0
4ckom5f33dnrehu2,w5py6b2knftu2gc5,0,20,1,1,3,420.0,1,0,0
90mczh7827jtrg6i,hv3a3zmf8mdd4v30,2,10,2,3,0,324.0,0,0,0
heykukpxpsbtnbdz,z0yncxll4zklooke,0,12,1,0,1,396.0,1,0,0
pe14ot4fpuh7znjz,z0yncxll4zklooke,4,19,1,1,2,432.0,0,0,0
oblj0ua9o6h0feeb,9v86wzs3t60rjiw1,3,12,2,0,1,384.0,0,0,0
gn92f0j3okeksk2v,dswm31yihair4cow,3,19,1,0,3,408.0,1,0,0
gqio1mgn8nl4j1of,dswm31yihair4cow,1,12,2,1,4,440.0,0,0,0
ihuy7ew1tmik5z9r,5qbswrpbjek5rbw2,0,15,1,0,1,288.0,0,0,0
a2otkqxw112cd4ys,8j5ecruyf38diuov,3,7,2,2,4,324.0,0,0,0
uf0ue99oh12pgx40,hv3a3zmf8mdd4v30,4,23,2,1,1,480.0,0,0,1
cygo6zudo9aythhd,5qbswrpbjek5rbw2,3,7,1,1,2,276.0,0,0,1
xhytdbu2j085rhcj,6n7hv3izky22ubtx,3,17,4,2,0,240.0,0,0,1
otb85vif81j67kjf,tala753lc58drc11,6,13,1,1,4,156.0,0,0,0
52dy739kq5f7uxke,tcs4cc5o7uubcxul,5,2,2,0,0,150.0,1,0,0
rwe9eukifm5ci7hb,84u89yjb1qx6gvwr,5,22,3,0,7,492.0,0,0,0
vws6moku8hcnvw0p,9tmqlizl08yg0jv1,0,22,2,1,0,408.0,0,0,0
c4xj4a3s8pgbzq35,yzycwtiqj7yhl1c3,1,23,2,2,1,348.0,1,0,0
guktq5smvvbjb1jv,tvazccblskrt05ui,2,12,1,1,1,132.0,0,0,0
ezx8ub1sb7ac6dk5,qh7m35ixokc1msy4,5,9,1,0,2,-1.0,0,0,1
y7in1r6x8yiu1yd3,li7kq1uymrlrmjkv,4,20,2,1,3,525.0,1,0,0
6ap8ubk6s2pn0npi,8j5ecruyf38diuov,2,11,1,0,5,420.0,1,0,0
fwojq44g23tyifjh,vkizzqy72wx7ptx6,5,19,1,0,8,384.0,1,0,0
ajnc9hxwmvm74lt3,9v86wzs3t60rjiw1,4,7,1,1,2,432.0,0,0,0
geyv6nh44o9318ei,w5py6b2knftu2gc5,6,3,1,0,4,204.0,0,0,1
azxpngmzyzc0mvaq,84u89yjb1qx6gvwr,5,15,3,0,8,492.0,0,0,1
p2ek1hw67y9pppcg,f4zw9xa3kx7eedtj,6,23,3,0,6,420.0,0,0,0
awrpmehrtvce3sks,qm5k8p4q0b8ic8bb,4,12,1,1,3,444.0,0,0,0
jmxsnwer8zdxhyou,tvazccblskrt05ui,2,9,1,1,2,660.0,0,0,0
lm86r4yl1w9jpkpf,c56t4ufel6246hid,6,1,3,0,4,120.0,1,0,0
5zg80zwvhyjeedp2,qm5k8p4q0b8ic8bb,0,19,1,1,4,420.0,0,0,1
kxqhxtdqy89fiq0f,li7kq1uymrlrmjkv,6,1,4,1,4,420.0,1,0,0
a8b5yk7e315h9h4y,tvazccblskrt05ui,6,19,2,2,3,336.0,0,0,0
7kzb5fw1duhbx6ad,dswm31yihair4cow,2,10,1,0,5,336.0,0,0,0
imnschlsxjxrqmbb,c56t4ufel6246hid,4,19,1,0,5,315.0,1,0,0
zrddn7p29euq3puz,84u89yjb1qx6gvwr,3,22,1,1,0,204.0,0,0,0
9uv1ffofq1rucl37,f4zw9xa3kx7eedtj,3,2,1,0,7,516.0,0,0,0
cl5nkdi2qg6tuq54,7s55j2o7s3kkv9rf,4,5,3,0,10,384.0,0,0,0
6fbf4fkkhyb0r3x9,qm5k8p4q0b8ic8bb,3,0,3,1,0,432.0,1,0,1
jazf7489nzhqhzed,w5py6b2knftu2gc5,5,11,3,1,0,252.0,0,0,1
z6pbbouzy46v57hl,9v86wzs3t60rjiw1,5,3,1,1,3,372.0,0,0,0
ah78y3on2fol4vfz,tvazccblskrt05ui,2,15,1,0,4,444.0,0,0,0
5ox05zhi646nz3ha,6n7hv3izky22ubtx,0,18,3,0,0,720.0,0,0,1
ct71wb0bjhppipg6,c56t4ufel6246hid,1,3,2,0,6,252.0,0,0,0
bmth2i5p7vwkfu90,er14ffyvnvqjt7ye,0,22,2,1,3,420.0,0,0,0
7psxmdx52f7gfpps,vz41nam148p0tvhh,0,3,2,0,3,336.0,0,0,1
udlwrflvrktgu8tl,z0yncxll4zklooke,6,17,1,0,3,-1.0,1,0,1
e9sb5mbzgjzg8u6m,84u89yjb1qx6gvwr,1,18,1,0,1,456.0,0,0,1
m9f4oheun5a8xaej,vkizzqy72wx7ptx6,5,7,2,1,9,480.0,1,0,1
no1rbn62nk7hlcnp,vkizzqy72wx7ptx6,2,2,1,1,0,384.0,1,0,0
93sibxqnq76kf5o2,vz41nam148p0tvhh,2,13,1,1,0,468.0,1,0,0
0aqk711uzq6rf8lw,5c34dxtad1ior56f,6,8,1,0,1,-1.0,0,0,0
5fqjyyiir41g20df,f4zw9xa3kx7eedtj,2,8,2,2,8,396.0,0,0,0
ymmcwpbv6cidr6k3,7s55j2o7s3kkv9rf,2,22,3,0,11,480.0,1,0,0
101jd1bje9xoawcu,f8e8ld4d6af58c2j,4,0,3,0,8,444.0,1,0,1
0pydg1ki17tbs4dk,7s55j2o7s3kkv9rf,0,18,4,1,12,396.0,1,0,0
kakj6szxi5n6dbxf,z0yncxll4zklooke,0,4,1,0,0,300.0,0,0,0
ydbsiwfviuclhq2e,tvazccblskrt05ui,1,8,3,0,5,228.0,1,0,0
irw50lmbvsqoi2jv,li7kq1uymrlrmjkv,5,13,2,0,5,510.0,1,0,0
dindlfdttnibth05,z0yncxll4zklooke,1,7,1,1,1,300.0,0,0,0
pgbmczdbraeiu5ax,6n7hv3izky22ubtx,3,0,4,2,0,372.0,0,0,0
vqriqye1sofpvoeo,tala753lc58drc11,5,7,2,0,5,516.0,0,0,0
k25gp0a8d2odkwdg,er14ffyvnvqjt7ye,5,12,3,2,4,312.0,1,0,0
akhy7i0ycm90f89v,f4zw9xa3kx7eedtj,1,23,3,2,9,396.0,1,0,0
tqv9ob3mqw20x3rk,er14ffyvnvqjt7ye,5,5,1,1,5,252.0,0,0,0
rwy8zoi9hdv9nm30,er14ffyvnvqjt7ye,3,6,2,0,6,195.0,1,0,0
1xac9m2zeh9h72iq,tala753lc58drc11,3,3,1,0,6,444.0,1,0,1
y7t3f49hwfl8mpj4,f4zw9xa3kx7eedtj,6,20,1,0,10,396.0,1,0,0
oujj30tldo1va1qo,9tmqlizl08yg0jv1,1,20,2,0,1,300.0,1,0,1
w6l87psch8q7qrer,6n7hv3izky22ubtx,1,21,3,0,1,468.0,0,0,0
l6dtxljk85jyyfk3,vz41nam148p0tvhh,3,8,1,1,1,285.0,0,0,1
tz6ql3e49yws3nc6,vkizzqy72wx7ptx6,2,17,1,0,1,600.0,0,0,1
minudc32gy422kkw,8j5ecruyf38diuov,0,10,2,0,6,384.0,0,0,1
jbp33giunwelajm3,vkizzqy72wx7ptx6,1,8,5,1,0,372.0,1,0,0
ethbvvjt8hjk0xys,qm5k8p4q0b8ic8bb,3,6,2,1,0,384.0,1,0,0
287qmrmplxc0padr,c56t4ufel6246hid,5,11,1,0,7,288.0,0,0,0
2imb30jguc3tglqk,8j5ecruyf38diuov,0,15,1,2,0,372.0,1,0,1
i045yhshzd14ftnm,8j5ecruyf38diuov,0,0,1,0,0,180.0,0,0,0
jyhvo2n0idc8hnyd,tcs4cc5o7uubcxul,5,20,1,0,1,492.0,0,0,1
6v3jr1njkiksmv4q,9tmqlizl08yg0jv1,1,11,2,0,0,456.0,0,0,1
qh1cv2xb402nmsik,w5py6b2knftu2gc5,0,9,3,1,0,432.0,1,0,0
0c03v1npcyvu049d,8j5ecruyf38diuov,2,22,3,3,1,324.0,0,0,0
y44tfw0znmvnswjf,9v86wzs3t60rjiw1,1,21,1,0,4,444.0,0,0,1
nbrqit4j0sgq53al,9tmqlizl08yg0jv1,0,10,3,0,0,540.0,0,0,0
kh87cyamnj8pl3m8,6n7hv3izky22ubtx,6,3,3,0,2,-1.0,1,0,0
349dq1gt7dht8d61,dswm31yihair4cow,5,18,2,2,6,432.0,0,0,0
gsf6k9kohd5mhbci,tala753lc58drc11,4,18,2,2,0,288.0,1,0,0
l5eu9vdow6jfpy77,qh7m35ixokc1msy4,0,16,2,0,0,210.0,1,0,0
f37fd3mwg24unftw,9tmqlizl08yg0jv1,6,1,2,0,1,375.0,0,0,0
q4uw0jgqevdm63l9,5qbswrpbjek5rbw2,1,23,1,0,0,320.0,0,0,1
yvmza5w8vloyhdow,9v86wzs3t60rjiw1,1,6,1,1,0,420.0,0,0,1
4add0gn7rvxq51wh,tvazccblskrt05ui,1,13,3,0,6,240.0,0,0,0
ipuv58ohcu0e0r3j,dswm31yihair4cow,5,3,1,1,7,372.0,1,0,0
fnb6sp0y3rora8k2,tcs4cc5o7uubcxul,2,4,1,0,0,300.0,1,0,0
qj8cw8n57ple0ewr,7s55j2o7s3kkv9rf,0,9,2,0,13,408.0,1,0,0
3cd24d0uxf7fs12h,li7kq1uymrlrmjkv,1,22,1,1,6,540.0,0,0,0
5pi2so0dmjpaifow,z0yncxll4zklooke,3,4,3,0,2,360.0,1,0,0
fs0gd5ml524hiarm,5qbswrpbjek5rbw2,3,2,2,3,0,300.0,0,0,0
z7vcrnfyjdl2mypj,8j5ecruyf38diuov,3,14,4,1,2,420.0,0,0,0
i1txd42gfau14bo8,qh7m35ixokc1msy4,1,10,1,1,1,408.0,1,0,0
temn8mjij8wlolxq,7s55j2o7s3kkv9rf,4,22,3,0,14,324.0,1,0,1
b261jx1oi0x8kaad,9v86wzs3t60rjiw1,5,1,3,3,0,420.0,1,0,1
n1bqg3dcmyxbd07q,qh7m35ixokc1msy4,0,23,2,0,2,160.0,1,0,1
qymhp9nymsorqetj,vz41nam148p0tvhh,4,13,1,1,0,324.0,1,0,0
up3czsaz46abqz21,f8e8ld4d6af58c2j,3,8,2,1,0,240.0,0,0,0
7d3y82fjxlfn7v2t,vz41nam148p0tvhh,0,15,1,1,1,360.0,1,0,1
yx1zdnqsamctxtyh,w5py6b2knftu2gc5,4,20,3,2,1,210.0,1,0,0
ghohs5ok6bu9xrdt,qm5k8p4q0b8ic8bb,2,5,1,0,1,348.0,0,0,0
ii3f4x2jpkvcbzyi,8j5ecruyf38diuov,1,19,1,0,3,390.0,1,0,0
ug9fo8qg87ci602m,9tmqlizl08yg0jv1,6,7,1,0,2,480.0,0,0,0
g4wani24rmju1ze5,qh7m35ixokc1msy4,4,17,1,1,0,160.0,0,0,0
craboqcucj7nl8j3,6n7hv3izky22ubtx,2,23,1,2,3,468.0,1,0,0
2qw44xriigup30l1,8j5ecruyf38diuov,6,11,1,1,4,444.0,0,0,0
q2v73zkr3db8uo5n,yzycwtiqj7yhl1c3,0,20,2,0,2,552.0,1,0,1
40ap00g5x5cs72rw,li7kq1uymrlrmjkv,3,5,2,0,7,-1.0,1,0,1
819etpg2o8xghiy1,yzycwtiqj7yhl1c3,6,15,2,2,0,348.0,0,0,0
5lfkemr4bn7j5ukr,9tmqlizl08yg0jv1,5,9,1,0,3,-1.0,0,0,0
2r48twqoybz8gicr,z0yncxll4zklooke,1,17,3,1,3,-1.0,1,0,0
u2g3rxokpi1tsqac,qh7m35ixokc1msy4,0,14,2,1,1,360.0,1,0,0
c5jo5l02moyqj3iz,7s55j2o7s3kkv9rf,6,4,1,2,0,312.0,1,0,0
qvioc0tsdwan0ur9,z0yncxll4zklooke,6,22,1,0,4,576.0,0,0,0
vsvdt7663c42xcv9,6n7hv3izky22ubtx,1,5,3,1,4,630.0,1,0,0
u92qq1xzqg1kwh54,84u89yjb1qx6gvwr,5,5,3,0,0,492.0,1,0,1
xxeq58wzuaczrre5,9tmqlizl08yg0jv1,5,7,3,2,4,468.0,0,0,0
eq3o6j8lu25wsevi,7s55j2o7s3kkv9rf,2,0,3,2,1,564.0,1,0,1
agp60q2oazfuuzwp,vkizzqy72wx7ptx6,5,5,2,0,1,600.0,1,0,1
zcp83juwliuvj40y,f8e8ld4d6af58c2j,3,14,1,1,1,150.0,1,0,1
pdgkrjwtg3fimlcb,f4zw9xa3kx7eedtj,1,15,3,1,11,408.0,1,0,1
ocvf34ei2brsv430,z0yncxll4zklooke,2,8,4,1,5,480.0,0,0,1
2gsx9oa2eo4cytn8,vz41nam148p0tvhh,3,12,2,0,0,528.0,0,0,0
yp6s0vdck1040vrs,tcs4cc5o7uubcxul,5,2,1,0,1,396.0,0,0,0
wxn91tfrsa8zfawt,dswm31yihair4cow,0,22,2,1,8,420.0,1,0,1
9nxmkto6jru7nspn,84u89yjb1qx6gvwr,3,2,2,1,0,540.0,1,0,1
abm4ml2iqr2ahnyr,tvazccblskrt05ui,0,14,1,0,7,396.0,0,0,0
zxvth4oqsrldhh2k,f8e8ld4d6af58c2j,4,12,1,0,0,264.0,0,0,0
nsrhdvnff2wcfie6,w5py6b2knftu2gc5,5,18,1,1,2,492.0,1,0,0
opz24heskjwbu2ol,er14ffyvnvqjt7ye,0,7,1,1,7,360.0,1,0,0
kb7456bfyw372viu,er14ffyvnvqjt7ye,2,7,1,0,8,360.0,0,0,0
ruyhcbjkhcd79uda,f8e8ld4d6af58c2j,2,17,1,1,1,540.0,0,0,0
schj31ole1qxrjb0,qm5k8p4q0b8ic8bb,1,12,3,1,2,444.0,1,0,0
anip3m7zum7od4c9,er14ffyvnvqjt7ye,6,7,2,2,9,360.0,1,0,1
jjcaxod97qq1q81h,8j5ecruyf38diuov,0,9,2,1,5,432.0,1,0,1
k83mvqiixkuozm7i,qh7m35ixokc1msy4,3,4,1,1,2,360.0,0,0,1
xqdq851zfszf7233,6n7hv3izky22ubtx,4,3,4,2,5,585.0,1,0,0
pbanxrilveznmo3u,9v86wzs3t60rjiw1,4,8,1,1,0,324.0,1,0,0
09o08ne4xlwg9ay2,tala753lc58drc11,1,16,2,1,1,468.0,0,0,0
f1tk83w1y6zuoeyh,li7kq1uymrlrmjkv,6,11,4,1,0,420.0,1,0,0
5ahc0okrcw9ibgje,tvazccblskrt05ui,4,6,1,0,8,456.0,0,0,0
f5226g5iuvwl47l6,9tmqlizl08yg0jv1,4,11,1,2,5,468.0,1,0,1
vslrdmzvxy16zgrr,hv3a3zmf8mdd4v30,5,18,2,0,0,444.0,0,0,1
tawmwur1z82h394l,er14ffyvnvqjt7ye,1,17,1,0,0,456.0,0,0,0
nu0fh2tn8b8zufjw,5c34dxtad1ior56f,1,3,2,0,2,324.0,0,0,0
ecqaktjypzrz1hoc,6n7hv3izky22ubtx,4,20,1,0,6,396.0,1,0,0
9eib0ta6yy5xhq3u,hv3a3zmf8mdd4v30,3,1,2,1,0,552.0,0,0,0
7opjqbtk0td0dof8,er14ffyvnvqjt7ye,4,21,2,0,1,240.0,0,0,1
nzze2tbst9xwi708,z0yncxll4zklooke,3,21,1,2,0,480.0,1,0,0
toh9jv8a6m66szve,9tmqlizl08yg0jv1,3,6,2,2,0,285.0,0,0,1
olrv4dgqvtaklof5,8j5ecruyf38diuov,2,22,1,0,0,420.0,0,0,0
vnasjp0esuswiy7k,li7kq1uymrlrmjkv,1,16,2,0,1,-1.0,0,0,0
rtsm3s08uwoxt118,5qbswrpbjek5rbw2,1,7,4,1,1,228.0,0,0,1
5ld8qu30ex7ki139,c56t4ufel6246hid,2,21,1,1,8,348.0,0,0,0
4q17ro9tns9hlb4y,li7kq1uymrlrmjkv,6,5,4,1,2,420.0,0,0,1
la6ovm8l10i187yo,li7kq1uymrlrmjkv,4,14,2,1,0,420.0,0,0,0
zlmq96fbejh9j7mj,f4zw9xa3kx7eedtj,0,7,1,0,0,516.0,0,0,0
xxwnkpziajn3mleo,9tmqlizl08yg0jv1,6,9,2,1,0,285.0,1,0,1
y3onx3f86ugyfunm,5c34dxtad1ior56f,1,7,3,1,3,420.0,0,0,1
6n0tgiyi04cvunxf,5c34dxtad1ior56f,2,9,1,2,0,420.0,0,0,1
t6267cgfx30ac9pu,f8e8ld4d6af58c2j,6,10,3,2,2,432.0,1,0,1
gqqqjr6jp3zjlq1b,z0yncxll4zklooke,3,17,3,0,1,216.0,1,0,0
cspm0os2c4xn98un,6n7hv3izky22ubtx,5,15,2,0,7,384.0,0,0,0
ap7eas0o5dgrx0b3,9tmqlizl08yg0jv1,6,10,5,1,0,96.0,0,0,1
bdtn0abmkry7iygc,6n7hv3izky22ubtx,1,14,1,0,8,396.0,1,0,0
mnyw0yfkoe2hk724,5c34dxtad1ior56f,4,13,1,1,0,420.0,1,0,0
m13qvbnk0scjwsh3,z0yncxll4zklooke,2,3,2,0,2,240.0,1,0,1
ycznyctopst9lifi,er14ffyvnvqjt7ye,6,1,2,1,0,240.0,0,0,0
xemltfu577tdv842,6n7hv3izky22ubtx,6,22,2,5,9,228.0,1,0,0
3mf3gq7p7swvtqqk,yzycwtiqj7yhl1c3,2,3,2,2,1,408.0,1,0,0
l99uj6safk9kkvp2,qm5k8p4q0b8ic8bb,1,6,1,2,3,408.0,0,0,1
dbzq7ib48g5x1rtw,f4zw9xa3kx7eedtj,6,10,3,1,1,456.0,1,0,0
zkwssnml4c7f4ygf,z0yncxll4zklooke,5,14,1,0,0,-1.0,1,0,0
fiy4gwt6d05hfa58,z0yncxll4zklooke,4,6,2,0,1,372.0,0,0,0
qij88agt3jw319wn,6n7hv3izky22ubtx,1,9,3,0,10,468.0,0,0,0
yet337az2b0fmkov,84u89yjb1qx6gvwr,0,21,1,1,0,420.0,0,0,0
io25na8ky60p0hzw,qm5k8p4q0b8ic8bb,4,21,1,2,0,456.0,1,0,0
ratlcezi8ubezsd1,yzycwtiqj7yhl1c3,0,2,3,1,2,288.0,0,0,0
xrsq97npwq6yk8mm,84u89yjb1qx6gvwr,1,8,2,2,1,564.0,1,0,1
ye46f7761xs1cxdc,5c34dxtad1ior56f,3,21,2,1,1,525.0,0,0,0
kc3n4g720k9azu9p,tvazccblskrt05ui,4,23,3,4,9,288.0,0,0,1
e6ifkatv82hk89js,er14ffyvnvqjt7ye,0,4,1,0,1,456.0,0,0,1
hdidvkbw8bttcno3,7s55j2o7s3kkv9rf,6,13,2,0,0,384.0,0,0,0
9zzcraxy6des1kl5,qh7m35ixokc1msy4,2,12,1,1,0,360.0,0,0,0
fzxfcn0eahrx0d9y,7s55j2o7s3kkv9rf,2,18,1,1,1,440.0,1,0,0
yiz9iycr0l32u5cx,9v86wzs3t60rjiw1,2,6,2,1,1,408.0,0,0,0
4rf4ltyytmjl5h16,hv3a3zmf8mdd4v30,4,19,2,2,1,516.0,1,0,0
pso6jprzdi1eodl6,c56t4ufel6246hid,1,5,1,0,9,276.0,1,0,1
ndnbhndvo02mzj86,9tmqlizl08yg0jv1,4,20,1,0,0,480.0,0,0,0
mopa94d8xerfhs2q,8j5ecruyf38diuov,5,22,1,0,1,324.0,0,0,0
bzuo7mtcoyj61ajs,c56t4ufel6246hid,0,2,1,1,0,348.0,0,0,0
nuk491rz84ems8e8,f8e8ld4d6af58c2j,3,21,3,1,0,216.0,1,0,0
d84bqq8dywwmoc0b,7s55j2o7s3kkv9rf,6,1,3,1,2,396.0,1,0,0
z4xutxbe5nw8r3mu,6n7hv3izky22ubtx,1,20,3,2,11,540.0,0,0,0
nx894i1q2g15r83y,c56t4ufel6246hid,0,2,2,0,1,-1.0,1,0,0
f10tb81ouvwxoatm,tala753lc58drc11,5,13,2,0,2,408.0,0,0,1
q3r1ss07zp3ufr41,hv3a3zmf8mdd4v30,0,1,2,2,2,276.0,0,0,0
leqmj1ssqvrua7bl,9v86wzs3t60rjiw1,3,15,2,0,2,396.0,0,0,0
b9131bnmpmxjorem,w5py6b2knftu2gc5,2,13,1,2,3,444.0,0,0,0
8sq633rgmudiiq1z,w5py6b2knftu2gc5,2,18,2,0,4,300.0,1,0,0
8ex6waqpv2xn7yrp,w5py6b2knftu2gc5,2,7,1,0,5,324.0,0,0,0
zwqx9vsnh0e9h2bv,tcs4cc5o7uubcxul,5,0,1,2,2,468.0,0,0,0
50sw1oq9rq53utiu,vz41nam148p0tvhh,0,20,2,1,1,456.0,0,0,0
jmvaum2kn2xhqshb,vkizzqy72wx7ptx6,4,17,2,2,0,580.0,0,0,0
jh9po2ubatpz00h4,qm5k8p4q0b8ic8bb,0,6,3,1,1,408.0,1,0,0
r7k7zxwuamrijpuk,tcs4cc5o7uubcxul,0,4,1,0,3,-1.0,0,0,0
0pv7tiqijb3swso0,qh7m35ixokc1msy4,6,15,1,2,1,432.0,0,0,0
yn3scsbllwnak2ho,tala753lc58drc11,2,11,2,1,0,288.0,1,0,0
zzw6b2klvhn4ozod,li7kq1uymrlrmjkv,2,3,2,3,1,420.0,1,0,1
6un63vv1e6w0bmed,er14ffyvnvqjt7ye,5,20,1,1,0,240.0,0,0,1
6849a7zvd8h3chuf,9tmqlizl08yg0jv1,1,18,2,0,1,276.0,1,0,1
620zx79v37prddtb,5c34dxtad1ior56f,3,17,2,1,2,525.0,0,0,0
c2h23mpxsv4daund,tvazccblskrt05ui,3,7,2,3,0,444.0,0,0,0
45zyrdb14jujum3a,vz41nam148p0tvhh,0,20,2,2,2,372.0,1,0,1
cfwawq4x6g4ywkoo,c56t4ufel6246hid,4,0,2,0,2,432.0,0,0,0
vqneoezoagve3ot7,tvazccblskrt05ui,0,22,2,4,1,468.0,1,0,1
ghf3obs0swv5qd8c,c56t4ufel6246hid,2,15,4,2,3,405.0,0,0,1
zadf5jj002jz2kb6,7s55j2o7s3kkv9rf,6,4,2,0,3,-1.0,0,0,0
r756ssx82ufl9mq1,tcs4cc5o7uubcxul,3,6,1,0,4,492.0,1,0,0
0ellcqsugabimi0g,qh7m35ixokc1msy4,0,14,1,0,2,348.0,1,0,0
4h6tvd1zodxrk6c2,5qbswrpbjek5rbw2,0,12,1,0,0,276.0,0,0,1
de4i3527fpwbabhw,6n7hv3izky22ubtx,2,10,3,0,12,408.0,1,0,0
vrjq9he6vb7hfg5l,8j5ecruyf38diuov,2,18,2,1,2,456.0,1,0,1
o91oa8nzf94e82xe,9v86wzs3t60rjiw1,0,13,1,0,3,324.0,1,0,0
xboxo5t9dhxj9s0u,5c34dxtad1ior56f,2,17,1,1,3,372.0,1,0,0
wtcommn9twn7gwr1,c56t4ufel6246hid,0,16,2,0,0,660.0,1,0,0
cm19attkprehvyro,vkizzqy72wx7ptx6,0,19,1,0,1,312.0,0,0,0
8d716jqvlw2v8m6i,li7kq1uymrlrmjkv,2,19,4,1,0,528.0,1,0,0
upfjn9d4xnywf5qe,9v86wzs3t60rjiw1,1,9,1,0,4,372.0,1,0,1
1b1mvhmn8533khzh,vz41nam148p0tvhh,4,6,2,0,0,360.0,1,0,1
w3w90m43i465xzea,9v86wzs3t60rjiw1,0,12,1,2,0,420.0,1,0,0
8sntht7ugvivk0b7,w5py6b2knftu2gc5,0,19,1,2,6,288.0,0,0,0
quh67qxj92650i48,9tmqlizl08yg0jv1,1,4,3,0,0,240.0,1,0,0
o9j5rwhhi4pjhl5n,tala753lc58drc11,6,4,2,1,1,408.0,0,0,0
t77viz75uerjvv88,7s55j2o7s3kkv9rf,2,21,1,2,4,276.0,0,0,0
jr8s1yktj82is1qp,vz41nam148p0tvhh,3,9,1,0,0,450.0,1,0,1
8p0lw3895tx69va9,f8e8ld4d6af58c2j,4,18,1,0,1,228.0,1,0,1
hav66m8m89bvv2j2,9v86wzs3t60rjiw1,6,14,1,1,1,300.0,1,0,0
7e6k52bi86mtzhsp,9v86wzs3t60rjiw1,6,4,2,0,2,465.0,1,0,0
pjem8sgnxy12xc6v,tvazccblskrt05ui,1,18,2,2,0,204.0,0,0,0
0sejokilp4vn2v27,z0yncxll4zklooke,0,9,3,0,2,240.0,0,0,0
sfkv3rqbrz56vk3u,tcs4cc5o7uubcxul,4,6,1,0,5,504.0,1,0,1
qw2nef1ffrm2738y,vz41nam148p0tvhh,4,11,2,0,0,444.0,1,0,0
hn8xz4osu2ma90ds,5qbswrpbjek5rbw2,2,21,1,1,0,315.0,1,0,0
yps859txadn2tvdn,er14ffyvnvqjt7ye,3,14,1,0,0,540.0,0,0,0
79cthk8qd11pi552,5c34dxtad1ior56f,4,19,2,0,4,660.0,0,0,0
vpivxsytp4julsxl,6n7hv3izky22ubtx,5,11,1,0,13,-1.0,0,0,0
2j8np9s8e9gf2fxx,8j5ecruyf38diuov,1,23,2,0,0,180.0,0,0,1
8ri72ln26yqo3693,li7kq1uymrlrmjkv,1,3,2,1,1,360.0,1,0,1
ojpgjjbkdypjz5ei,dswm31yihair4cow,3,23,2,1,0,396.0,0,0,1
u5rpzh4yybkhtab9,7s55j2o7s3kkv9rf,0,3,2,0,5,465.0,0,0,1
agwp82h6sgl5wr6z,6n7hv3izky22ubtx,2,12,1,1,14,396.0,0,0,1
cek2gpm4ghdomspf,f4zw9xa3kx7eedtj,1,9,4,0,2,408.0,1,0,0
tbul818cs4qyhgi2,vz41nam148p0tvhh,4,1,2,0,1,444.0,0,0,0
joj02wy0ufbc16lk,tvazccblskrt05ui,5,18,1,1,1,408.0,0,0,0
