image_path,label
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11374.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11375.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11376.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11377.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy1138.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11380.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11381.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11382.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11383.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11384.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11385.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11388.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy1139.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11390.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11392.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11393.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11394.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11395.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11396.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11397.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11398.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11399.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy114.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11400.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11402.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11403.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11404.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11406.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11408.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11409.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11410.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11412.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11413.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11414.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11415.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11416.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11417.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11418.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11419.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy1142.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11420.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11422.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11423.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11424.JPG,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11425.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11426.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11427.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11428.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11429.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11430.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11432.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11433.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11434.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11435.JPG,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11436.JPG,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11437.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11438.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy1144.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11440.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11441.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11442.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11443.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11444.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11445.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11446.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11447.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11448.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11449.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy1145.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11450.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11451.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11452.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11453.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11454.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11455.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11456.JPG,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11457.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11458.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy1146.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11460.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11463.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11464.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11465.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11466.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11467.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11468.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy1147.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11471.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11472.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11476.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11477.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11478.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy1148.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11480.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11481.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11483.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11484.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11485.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11486.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11487.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11489.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy1149.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11490.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11491.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11492.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11493.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11494.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11495.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11496.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11497.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11499.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy115.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy1150.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11502.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11504.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11505.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11506.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11508.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11509.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy1151.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11510.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11512.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11513.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11514.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11515.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11516.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11517.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11518.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11519.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy1152.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11520.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11521.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11522.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11524.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11527.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11528.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11529.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11530.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11533.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11534.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11535.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11536.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11537.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11539.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy1154.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11540.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11541.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11542.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11543.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11546.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11548.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11549.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11550.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11551.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11552.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11553.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11556.JPG,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11557.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11558.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11559.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy1156.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11561.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11562.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11564.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11565.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11566.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11567.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11568.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11569.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11571.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11572.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11573.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11574.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11575.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11576.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11577.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11578.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11579.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy1158.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11580.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11581.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11583.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11584.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11585.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11586.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11588.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11589.JPG,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11591.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11592.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11593.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11595.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11596.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11597.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11599.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy116.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy1160.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11600.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11601.JPG,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11602.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11603.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11605.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11608.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11609.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy1161.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11611.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11612.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11613.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11615.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11616.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11617.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11618.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11619.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy1162.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11620.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11621.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11622.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11623.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11624.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11625.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11626.JPG,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11627.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11628.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11629.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11632.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11633.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11634.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11635.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11636.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11637.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11638.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11639.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy1164.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11640.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11641.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11642.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11643.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11644.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11645.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11646.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11647.JPG,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11649.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy1165.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11650.JPG,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11651.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11653.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11654.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11655.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11657.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11658.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11659.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy1166.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11662.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11663.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11664.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11665.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11666.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11667.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11669.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy1167.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11670.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11671.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11672.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11674.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11675.png,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11677.JPG,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11678.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11679.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11680.JPG,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11681.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11684.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11685.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11686.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11687.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11688.JPG,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11689.JPG,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy1169.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11690.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11691.jpeg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11693.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11694.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11695.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11696.JPG,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11697.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11698.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11699.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy1170.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11700.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11701.JPG,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11702.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11703.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/processed_img_Healthy11704.jpeg,Healthy
